neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,Date
22350,Prospect Park - East River Road,Larceny,12.0,2020-03-01
22352,Prospect Park - East River Road,Robbery,1.0,2020-03-01
22355,Regina,Auto Theft,3.0,2020-03-01
22356,Regina,Burglary,2.0,2020-03-01
22358,Regina,Larceny,3.0,2020-03-01
22361,Seward,Aggravated Assault,4.0,2020-03-01
22363,Seward,Auto Theft,17.0,2020-03-01
22364,Seward,Burglary,2.0,2020-03-01
22366,Seward,Larceny,30.0,2020-03-01
22368,Seward,Robbery,3.0,2020-03-01
22370,Sheridan,Arson,1.0,2020-03-01
22371,Sheridan,Auto Theft,1.0,2020-03-01
22372,Sheridan,Burglary,1.0,2020-03-01
22374,Sheridan,Larceny,6.0,2020-03-01
22377,Shingle Creek,Aggravated Assault,1.0,2020-03-01
22379,Shingle Creek,Auto Theft,1.0,2020-03-01
22380,Shingle Creek,Burglary,2.0,2020-03-01
22381,Shingle Creek,Homicide,1.0,2020-03-01
22382,Shingle Creek,Larceny,3.0,2020-03-01
22385,St. Anthony East,Aggravated Assault,1.0,2020-03-01
22388,St. Anthony East,Burglary,1.0,2020-03-01
22393,St. Anthony West,Aggravated Assault,1.0,2020-03-01
22398,St. Anthony West,Larceny,4.0,2020-03-01
22401,Standish,Aggravated Assault,1.0,2020-03-01
22403,Standish,Auto Theft,4.0,2020-03-01
22404,Standish,Burglary,4.0,2020-03-01
22406,Standish,Larceny,6.0,2020-03-01
22407,Standish,Rape,1.0,2020-03-01
22408,Standish,Robbery,1.0,2020-03-01
22409,Steven's Square - Loring Heights,Aggravated Assault,3.0,2020-03-01
22411,Steven's Square - Loring Heights,Auto Theft,4.0,2020-03-01
22412,Steven's Square - Loring Heights,Burglary,5.0,2020-03-01
22414,Steven's Square - Loring Heights,Larceny,10.0,2020-03-01
22416,Steven's Square - Loring Heights,Robbery,2.0,2020-03-01
22417,Sumner - Glenwood,Aggravated Assault,1.0,2020-03-01
22419,Sumner - Glenwood,Auto Theft,1.0,2020-03-01
22424,Sumner - Glenwood,Robbery,1.0,2020-03-01
22427,Tangletown,Auto Theft,2.0,2020-03-01
22428,Tangletown,Burglary,1.0,2020-03-01
22430,Tangletown,Larceny,10.0,2020-03-01
22435,University of Minnesota,Auto Theft,2.0,2020-03-01
22438,University of Minnesota,Larceny,5.0,2020-03-01
22441,Ventura Village,Aggravated Assault,2.0,2020-03-01
22442,Ventura Village,Arson,1.0,2020-03-01
22443,Ventura Village,Auto Theft,9.0,2020-03-01
22446,Ventura Village,Larceny,16.0,2020-03-01
22448,Ventura Village,Robbery,6.0,2020-03-01
22449,Victory,Aggravated Assault,2.0,2020-03-01
22451,Victory,Auto Theft,2.0,2020-03-01
22452,Victory,Burglary,1.0,2020-03-01
22454,Victory,Larceny,8.0,2020-03-01
22460,Waite Park,Burglary,1.0,2020-03-01
22462,Waite Park,Larceny,4.0,2020-03-01
22465,Webber - Camden,Aggravated Assault,6.0,2020-03-01
22468,Webber - Camden,Burglary,2.0,2020-03-01
22470,Webber - Camden,Larceny,11.0,2020-03-01
22472,Webber - Camden,Robbery,4.0,2020-03-01
22473,Wenonah,Aggravated Assault,2.0,2020-03-01
22475,Wenonah,Auto Theft,3.0,2020-03-01
22476,Wenonah,Burglary,1.0,2020-03-01
22478,Wenonah,Larceny,3.0,2020-03-01
22479,Wenonah,Rape,1.0,2020-03-01
22480,Wenonah,Robbery,1.0,2020-03-01
22483,West Calhoun,Auto Theft,3.0,2020-03-01
22484,West Calhoun,Burglary,1.0,2020-03-01
22486,West Calhoun,Larceny,9.0,2020-03-01
22489,Whittier,Aggravated Assault,8.0,2020-03-01
22491,Whittier,Auto Theft,12.0,2020-03-01
22492,Whittier,Burglary,19.0,2020-03-01
22494,Whittier,Larceny,56.0,2020-03-01
22495,Whittier,Rape,2.0,2020-03-01
22496,Whittier,Robbery,7.0,2020-03-01
22497,Willard - Hay,Aggravated Assault,6.0,2020-03-01
22499,Willard - Hay,Auto Theft,7.0,2020-03-01
22500,Willard - Hay,Burglary,2.0,2020-03-01
22502,Willard - Hay,Larceny,7.0,2020-03-01
22503,Willard - Hay,Rape,2.0,2020-03-01
22504,Willard - Hay,Robbery,1.0,2020-03-01
22505,Windom,Aggravated Assault,4.0,2020-03-01
22507,Windom,Auto Theft,6.0,2020-03-01
22508,Windom,Burglary,2.0,2020-03-01
22510,Windom,Larceny,8.0,2020-03-01
22511,Windom,Rape,1.0,2020-03-01
22513,Windom Park,Aggravated Assault,1.0,2020-03-01
22515,Windom Park,Auto Theft,1.0,2020-03-01
22518,Windom Park,Larceny,12.0,2020-03-01
22520,Windom Park,Robbery,1.0,2020-03-01
22526,Z_** NOT ASSIGNED **,Larceny,3.0,2020-03-01
22532,Armatage,Burglary,2.0,2020-04-01
22534,Armatage,Larceny,3.0,2020-04-01
22539,Audubon Park,Auto Theft,1.0,2020-04-01
22540,Audubon Park,Burglary,2.0,2020-04-01
22542,Audubon Park,Larceny,4.0,2020-04-01
22543,Audubon Park,Rape,1.0,2020-04-01
22544,Audubon Park,Robbery,1.0,2020-04-01
22547,Bancroft,Auto Theft,3.0,2020-04-01
22548,Bancroft,Burglary,4.0,2020-04-01
22550,Bancroft,Larceny,6.0,2020-04-01
22551,Bancroft,Rape,1.0,2020-04-01
22552,Bancroft,Robbery,1.0,2020-04-01
22556,Beltrami,Burglary,1.0,2020-04-01
22558,Beltrami,Larceny,4.0,2020-04-01
22564,Bottineau,Burglary,1.0,2020-04-01
22566,Bottineau,Larceny,1.0,2020-04-01
22569,Bryant,Aggravated Assault,3.0,2020-04-01
22571,Bryant,Auto Theft,2.0,2020-04-01
22574,Bryant,Larceny,4.0,2020-04-01
22577,Bryn - Mawr,Aggravated Assault,1.0,2020-04-01
22579,Bryn - Mawr,Auto Theft,1.0,2020-04-01
22580,Bryn - Mawr,Burglary,1.0,2020-04-01
22582,Bryn - Mawr,Larceny,4.0,2020-04-01
22587,CARAG,Auto Theft,4.0,2020-04-01
22588,CARAG,Burglary,6.0,2020-04-01
22590,CARAG,Larceny,11.0,2020-04-01
22592,CARAG,Robbery,2.0,2020-04-01
22595,Camden Industrial,Auto Theft,2.0,2020-04-01
22598,Camden Industrial,Larceny,1.0,2020-04-01
22603,Cedar - Isles - Dean,Auto Theft,2.0,2020-04-01
22604,Cedar - Isles - Dean,Burglary,7.0,2020-04-01
22606,Cedar - Isles - Dean,Larceny,7.0,2020-04-01
22609,Cedar Riverside,Aggravated Assault,2.0,2020-04-01
22611,Cedar Riverside,Auto Theft,7.0,2020-04-01
22612,Cedar Riverside,Burglary,7.0,2020-04-01
22614,Cedar Riverside,Larceny,17.0,2020-04-01
22616,Cedar Riverside,Robbery,5.0,2020-04-01
22617,Central,Aggravated Assault,2.0,2020-04-01
22619,Central,Auto Theft,5.0,2020-04-01
22620,Central,Burglary,1.0,2020-04-01
22622,Central,Larceny,9.0,2020-04-01
22624,Central,Robbery,2.0,2020-04-01
22625,Cleveland,Aggravated Assault,2.0,2020-04-01
22627,Cleveland,Auto Theft,2.0,2020-04-01
22628,Cleveland,Burglary,5.0,2020-04-01
22630,Cleveland,Larceny,4.0,2020-04-01
22635,Columbia Park,Auto Theft,1.0,2020-04-01
22638,Columbia Park,Larceny,3.0,2020-04-01
22641,Como,Aggravated Assault,3.0,2020-04-01
22643,Como,Auto Theft,6.0,2020-04-01
22644,Como,Burglary,2.0,2020-04-01
22646,Como,Larceny,17.0,2020-04-01
22647,Como,Rape,1.0,2020-04-01
22651,Cooper,Auto Theft,1.0,2020-04-01
22652,Cooper,Burglary,2.0,2020-04-01
22654,Cooper,Larceny,7.0,2020-04-01
22659,Corcoran,Auto Theft,2.0,2020-04-01
22660,Corcoran,Burglary,6.0,2020-04-01
22662,Corcoran,Larceny,15.0,2020-04-01
22667,Diamond Lake,Auto Theft,5.0,2020-04-01
22668,Diamond Lake,Burglary,1.0,2020-04-01
22670,Diamond Lake,Larceny,3.0,2020-04-01
22671,Diamond Lake,Rape,1.0,2020-04-01
22673,Downtown East,Aggravated Assault,1.0,2020-04-01
22676,Downtown East,Burglary,2.0,2020-04-01
22678,Downtown East,Larceny,7.0,2020-04-01
22681,Downtown West,Aggravated Assault,10.0,2020-04-01
22683,Downtown West,Auto Theft,4.0,2020-04-01
22684,Downtown West,Burglary,12.0,2020-04-01
22686,Downtown West,Larceny,34.0,2020-04-01
22687,Downtown West,Rape,1.0,2020-04-01
22688,Downtown West,Robbery,2.0,2020-04-01
22692,ECCO,Burglary,3.0,2020-04-01
22694,ECCO,Larceny,6.0,2020-04-01
22699,East Harriet,Auto Theft,3.0,2020-04-01
22702,East Harriet,Larceny,8.0,2020-04-01
22705,East Isles,Aggravated Assault,1.0,2020-04-01
22707,East Isles,Auto Theft,4.0,2020-04-01
22708,East Isles,Burglary,7.0,2020-04-01
22710,East Isles,Larceny,8.0,2020-04-01
22712,East Isles,Robbery,1.0,2020-04-01
22713,East Phillips,Aggravated Assault,3.0,2020-04-01
22715,East Phillips,Auto Theft,8.0,2020-04-01
22716,East Phillips,Burglary,7.0,2020-04-01
22718,East Phillips,Larceny,18.0,2020-04-01
22720,East Phillips,Robbery,4.0,2020-04-01
22721,Elliot Park,Aggravated Assault,2.0,2020-04-01
22723,Elliot Park,Auto Theft,3.0,2020-04-01
22724,Elliot Park,Burglary,6.0,2020-04-01
22726,Elliot Park,Larceny,13.0,2020-04-01
22728,Elliot Park,Robbery,1.0,2020-04-01
22731,Ericsson,Auto Theft,2.0,2020-04-01
22732,Ericsson,Burglary,3.0,2020-04-01
22734,Ericsson,Larceny,5.0,2020-04-01
22740,Field,Burglary,1.0,2020-04-01
22745,Folwell,Aggravated Assault,9.0,2020-04-01
22747,Folwell,Auto Theft,4.0,2020-04-01
22748,Folwell,Burglary,1.0,2020-04-01
22750,Folwell,Larceny,11.0,2020-04-01
22751,Folwell,Rape,1.0,2020-04-01
22752,Folwell,Robbery,5.0,2020-04-01
22756,Fulton,Burglary,1.0,2020-04-01
22758,Fulton,Larceny,1.0,2020-04-01
22764,Hale,Burglary,1.0,2020-04-01
22766,Hale,Larceny,5.0,2020-04-01
22769,Harrison,Aggravated Assault,3.0,2020-04-01
22770,Harrison,Arson,1.0,2020-04-01
22771,Harrison,Auto Theft,1.0,2020-04-01
22774,Harrison,Larceny,5.0,2020-04-01
22776,Harrison,Robbery,2.0,2020-04-01
22777,Hawthorne,Aggravated Assault,5.0,2020-04-01
22779,Hawthorne,Auto Theft,8.0,2020-04-01
22780,Hawthorne,Burglary,2.0,2020-04-01
22782,Hawthorne,Larceny,13.0,2020-04-01
22783,Hawthorne,Rape,1.0,2020-04-01
22784,Hawthorne,Robbery,2.0,2020-04-01
22785,Hiawatha,Aggravated Assault,1.0,2020-04-01
22787,Hiawatha,Auto Theft,4.0,2020-04-01
22788,Hiawatha,Burglary,6.0,2020-04-01
22790,Hiawatha,Larceny,10.0,2020-04-01
22792,Hiawatha,Robbery,1.0,2020-04-01
22793,Holland,Aggravated Assault,3.0,2020-04-01
22795,Holland,Auto Theft,1.0,2020-04-01
22796,Holland,Burglary,4.0,2020-04-01
22798,Holland,Larceny,5.0,2020-04-01
22799,Holland,Rape,1.0,2020-04-01
22800,Holland,Robbery,1.0,2020-04-01
22801,Howe,Aggravated Assault,1.0,2020-04-01
22803,Howe,Auto Theft,4.0,2020-04-01
22804,Howe,Burglary,4.0,2020-04-01
22806,Howe,Larceny,9.0,2020-04-01
22817,Jordan,Aggravated Assault,13.0,2020-04-01
22819,Jordan,Auto Theft,5.0,2020-04-01
22820,Jordan,Burglary,4.0,2020-04-01
22822,Jordan,Larceny,5.0,2020-04-01
22823,Jordan,Rape,1.0,2020-04-01
22824,Jordan,Robbery,4.0,2020-04-01
22828,Keewaydin,Burglary,1.0,2020-04-01
22830,Keewaydin,Larceny,4.0,2020-04-01
22833,Kenny,Aggravated Assault,1.0,2020-04-01
22836,Kenny,Burglary,3.0,2020-04-01
22838,Kenny,Larceny,3.0,2020-04-01
22843,Kenwood,Auto Theft,1.0,2020-04-01
22846,Kenwood,Larceny,2.0,2020-04-01
22849,King Field,Aggravated Assault,1.0,2020-04-01
22851,King Field,Auto Theft,5.0,2020-04-01
22852,King Field,Burglary,9.0,2020-04-01
22854,King Field,Larceny,12.0,2020-04-01
22857,Lind - Bohanon,Aggravated Assault,2.0,2020-04-01
22859,Lind - Bohanon,Auto Theft,4.0,2020-04-01
22860,Lind - Bohanon,Burglary,2.0,2020-04-01
22862,Lind - Bohanon,Larceny,6.0,2020-04-01
22864,Lind - Bohanon,Robbery,1.0,2020-04-01
22867,Linden Hills,Auto Theft,1.0,2020-04-01
22868,Linden Hills,Burglary,1.0,2020-04-01
22870,Linden Hills,Larceny,3.0,2020-04-01
22872,Linden Hills,Robbery,1.0,2020-04-01
22875,Logan Park,Auto Theft,2.0,2020-04-01
22876,Logan Park,Burglary,5.0,2020-04-01
22881,Longfellow,Aggravated Assault,3.0,2020-04-01
22883,Longfellow,Auto Theft,9.0,2020-04-01
22884,Longfellow,Burglary,6.0,2020-04-01
22886,Longfellow,Larceny,35.0,2020-04-01
22887,Longfellow,Rape,2.0,2020-04-01
22888,Longfellow,Robbery,4.0,2020-04-01
22889,Loring Park,Aggravated Assault,5.0,2020-04-01
22891,Loring Park,Auto Theft,3.0,2020-04-01
22892,Loring Park,Burglary,8.0,2020-04-01
22894,Loring Park,Larceny,29.0,2020-04-01
22895,Loring Park,Rape,1.0,2020-04-01
22896,Loring Park,Robbery,6.0,2020-04-01
22900,Lowry Hill,Burglary,5.0,2020-04-01
22902,Lowry Hill,Larceny,4.0,2020-04-01
22905,Lowry Hill East,Aggravated Assault,3.0,2020-04-01
22907,Lowry Hill East,Auto Theft,8.0,2020-04-01
22908,Lowry Hill East,Burglary,14.0,2020-04-01
22910,Lowry Hill East,Larceny,21.0,2020-04-01
22912,Lowry Hill East,Robbery,2.0,2020-04-01
22913,Lyndale,Aggravated Assault,2.0,2020-04-01
22915,Lyndale,Auto Theft,2.0,2020-04-01
22916,Lyndale,Burglary,6.0,2020-04-01
22918,Lyndale,Larceny,13.0,2020-04-01
22920,Lyndale,Robbery,3.0,2020-04-01
22923,Lynnhurst,Auto Theft,2.0,2020-04-01
22924,Lynnhurst,Burglary,1.0,2020-04-01
22926,Lynnhurst,Larceny,6.0,2020-04-01
22929,Marcy Holmes,Aggravated Assault,1.0,2020-04-01
22931,Marcy Holmes,Auto Theft,13.0,2020-04-01
22932,Marcy Holmes,Burglary,11.0,2020-04-01
22934,Marcy Holmes,Larceny,44.0,2020-04-01
22935,Marcy Holmes,Rape,1.0,2020-04-01
22936,Marcy Holmes,Robbery,1.0,2020-04-01
22939,Marshall Terrace,Auto Theft,2.0,2020-04-01
22942,Marshall Terrace,Larceny,3.0,2020-04-01
22945,McKinley,Aggravated Assault,5.0,2020-04-01
22947,McKinley,Auto Theft,4.0,2020-04-01
22948,McKinley,Burglary,1.0,2020-04-01
22950,McKinley,Larceny,4.0,2020-04-01
22952,McKinley,Robbery,1.0,2020-04-01
22955,Mid - City Industrial,Auto Theft,1.0,2020-04-01
22958,Mid - City Industrial,Larceny,9.0,2020-04-01
22961,Midtown Phillips,Aggravated Assault,2.0,2020-04-01
22963,Midtown Phillips,Auto Theft,4.0,2020-04-01
22964,Midtown Phillips,Burglary,8.0,2020-04-01
22966,Midtown Phillips,Larceny,15.0,2020-04-01
22967,Midtown Phillips,Rape,2.0,2020-04-01
22968,Midtown Phillips,Robbery,2.0,2020-04-01
22971,Minnehaha,Auto Theft,3.0,2020-04-01
22972,Minnehaha,Burglary,1.0,2020-04-01
22974,Minnehaha,Larceny,12.0,2020-04-01
22980,Morris Park,Burglary,1.0,2020-04-01
22982,Morris Park,Larceny,2.0,2020-04-01
22985,Near - North,Aggravated Assault,1.0,2020-04-01
22986,Near - North,Arson,1.0,2020-04-01
22987,Near - North,Auto Theft,8.0,2020-04-01
22988,Near - North,Burglary,2.0,2020-04-01
22989,Near - North,Homicide,1.0,2020-04-01
22990,Near - North,Larceny,29.0,2020-04-01
22992,Near - North,Robbery,4.0,2020-04-01
22996,Nicollet Island - East Bank,Burglary,3.0,2020-04-01
22998,Nicollet Island - East Bank,Larceny,9.0,2020-04-01
23001,North Loop,Aggravated Assault,3.0,2020-04-01
23003,North Loop,Auto Theft,2.0,2020-04-01
23004,North Loop,Burglary,16.0,2020-04-01
23006,North Loop,Larceny,33.0,2020-04-01
23007,North Loop,Rape,2.0,2020-04-01
23012,Northeast Park,Burglary,1.0,2020-04-01
23014,Northeast Park,Larceny,8.0,2020-04-01
23019,Northrop,Auto Theft,1.0,2020-04-01
23020,Northrop,Burglary,4.0,2020-04-01
23022,Northrop,Larceny,15.0,2020-04-01
23027,Page,Auto Theft,1.0,2020-04-01
23030,Page,Larceny,3.0,2020-04-01
23033,Phillips West,Aggravated Assault,1.0,2020-04-01
23035,Phillips West,Auto Theft,5.0,2020-04-01
23036,Phillips West,Burglary,5.0,2020-04-01
23038,Phillips West,Larceny,5.0,2020-04-01
23040,Phillips West,Robbery,3.0,2020-04-01
23041,Powderhorn Park,Aggravated Assault,1.0,2020-04-01
23043,Powderhorn Park,Auto Theft,6.0,2020-04-01
23044,Powderhorn Park,Burglary,7.0,2020-04-01
23046,Powderhorn Park,Larceny,11.0,2020-04-01
23048,Powderhorn Park,Robbery,3.0,2020-04-01
23049,Prospect Park - East River Road,Aggravated Assault,1.0,2020-04-01
23051,Prospect Park - East River Road,Auto Theft,4.0,2020-04-01
23052,Prospect Park - East River Road,Burglary,2.0,2020-04-01
23054,Prospect Park - East River Road,Larceny,24.0,2020-04-01
23056,Prospect Park - East River Road,Robbery,4.0,2020-04-01
23057,Regina,Aggravated Assault,1.0,2020-04-01
23059,Regina,Auto Theft,2.0,2020-04-01
23060,Regina,Burglary,2.0,2020-04-01
23062,Regina,Larceny,2.0,2020-04-01
23065,Seward,Aggravated Assault,2.0,2020-04-01
23067,Seward,Auto Theft,15.0,2020-04-01
23068,Seward,Burglary,14.0,2020-04-01
23070,Seward,Larceny,24.0,2020-04-01
23072,Seward,Robbery,1.0,2020-04-01
23073,Sheridan,Aggravated Assault,1.0,2020-04-01
23075,Sheridan,Auto Theft,3.0,2020-04-01
23076,Sheridan,Burglary,3.0,2020-04-01
23078,Sheridan,Larceny,3.0,2020-04-01
23081,Shingle Creek,Aggravated Assault,1.0,2020-04-01
23083,Shingle Creek,Auto Theft,1.0,2020-04-01
23084,Shingle Creek,Burglary,2.0,2020-04-01
23086,Shingle Creek,Larceny,1.0,2020-04-01
23092,St. Anthony East,Burglary,3.0,2020-04-01
23094,St. Anthony East,Larceny,5.0,2020-04-01
23098,St. Anthony West,Arson,1.0,2020-04-01
23100,St. Anthony West,Burglary,3.0,2020-04-01
23102,St. Anthony West,Larceny,2.0,2020-04-01
23104,St. Anthony West,Robbery,1.0,2020-04-01
23105,Standish,Aggravated Assault,2.0,2020-04-01
23107,Standish,Auto Theft,2.0,2020-04-01
23108,Standish,Burglary,6.0,2020-04-01
23110,Standish,Larceny,6.0,2020-04-01
23113,Steven's Square - Loring Heights,Aggravated Assault,4.0,2020-04-01
23115,Steven's Square - Loring Heights,Auto Theft,5.0,2020-04-01
23116,Steven's Square - Loring Heights,Burglary,3.0,2020-04-01
23118,Steven's Square - Loring Heights,Larceny,18.0,2020-04-01
23120,Steven's Square - Loring Heights,Robbery,3.0,2020-04-01
23121,Sumner - Glenwood,Aggravated Assault,2.0,2020-04-01
23123,Sumner - Glenwood,Auto Theft,1.0,2020-04-01
23124,Sumner - Glenwood,Burglary,1.0,2020-04-01
23126,Sumner - Glenwood,Larceny,2.0,2020-04-01
23132,Tangletown,Burglary,2.0,2020-04-01
23134,Tangletown,Larceny,5.0,2020-04-01
23139,University of Minnesota,Auto Theft,1.0,2020-04-01
23140,University of Minnesota,Burglary,1.0,2020-04-01
23142,University of Minnesota,Larceny,5.0,2020-04-01
23145,Ventura Village,Aggravated Assault,7.0,2020-04-01
23147,Ventura Village,Auto Theft,5.0,2020-04-01
23148,Ventura Village,Burglary,5.0,2020-04-01
23149,Ventura Village,Homicide,1.0,2020-04-01
23150,Ventura Village,Larceny,18.0,2020-04-01
23151,Ventura Village,Rape,1.0,2020-04-01
23152,Ventura Village,Robbery,5.0,2020-04-01
23155,Victory,Auto Theft,5.0,2020-04-01
23156,Victory,Burglary,3.0,2020-04-01
23158,Victory,Larceny,7.0,2020-04-01
23161,Waite Park,Aggravated Assault,1.0,2020-04-01
23163,Waite Park,Auto Theft,1.0,2020-04-01
23164,Waite Park,Burglary,1.0,2020-04-01
23166,Waite Park,Larceny,8.0,2020-04-01
23167,Waite Park,Rape,1.0,2020-04-01
23168,Waite Park,Robbery,1.0,2020-04-01
23169,Webber - Camden,Aggravated Assault,2.0,2020-04-01
23171,Webber - Camden,Auto Theft,3.0,2020-04-01
23172,Webber - Camden,Burglary,2.0,2020-04-01
23174,Webber - Camden,Larceny,6.0,2020-04-01
23176,Webber - Camden,Robbery,2.0,2020-04-01
23177,Wenonah,Aggravated Assault,3.0,2020-04-01
23180,Wenonah,Burglary,2.0,2020-04-01
23182,Wenonah,Larceny,8.0,2020-04-01
23185,West Calhoun,Aggravated Assault,1.0,2020-04-01
23188,West Calhoun,Burglary,3.0,2020-04-01
23190,West Calhoun,Larceny,4.0,2020-04-01
23193,Whittier,Aggravated Assault,5.0,2020-04-01
23195,Whittier,Auto Theft,9.0,2020-04-01
23196,Whittier,Burglary,26.0,2020-04-01
23198,Whittier,Larceny,39.0,2020-04-01
23199,Whittier,Rape,3.0,2020-04-01
23200,Whittier,Robbery,3.0,2020-04-01
23201,Willard - Hay,Aggravated Assault,3.0,2020-04-01
23203,Willard - Hay,Auto Theft,5.0,2020-04-01
23204,Willard - Hay,Burglary,6.0,2020-04-01
23206,Willard - Hay,Larceny,21.0,2020-04-01
23211,Windom,Auto Theft,4.0,2020-04-01
23212,Windom,Burglary,2.0,2020-04-01
23214,Windom,Larceny,8.0,2020-04-01
23215,Windom,Rape,1.0,2020-04-01
23216,Windom,Robbery,1.0,2020-04-01
23222,Windom Park,Larceny,6.0,2020-04-01
23224,Windom Park,Robbery,1.0,2020-04-01
23230,Z_** NOT ASSIGNED **,Larceny,4.0,2020-04-01
23231,Z_** NOT ASSIGNED **,Rape,1.0,2020-04-01
23233,Armatage,Aggravated Assault,1.0,2020-05-01
23236,Armatage,Burglary,6.0,2020-05-01
23238,Armatage,Larceny,2.0,2020-05-01
23246,Audubon Park,Larceny,6.0,2020-05-01
23249,Bancroft,Aggravated Assault,2.0,2020-05-01
23251,Bancroft,Auto Theft,6.0,2020-05-01
23252,Bancroft,Burglary,2.0,2020-05-01
23254,Bancroft,Larceny,7.0,2020-05-01
23259,Beltrami,Auto Theft,2.0,2020-05-01
23262,Beltrami,Larceny,1.0,2020-05-01
23265,Bottineau,Aggravated Assault,1.0,2020-05-01
23267,Bottineau,Auto Theft,2.0,2020-05-01
23268,Bottineau,Burglary,2.0,2020-05-01
23270,Bottineau,Larceny,1.0,2020-05-01
23272,Bottineau,Robbery,1.0,2020-05-01
23275,Bryant,Auto Theft,1.0,2020-05-01
23276,Bryant,Burglary,1.0,2020-05-01
23278,Bryant,Larceny,2.0,2020-05-01
23280,Bryant,Robbery,1.0,2020-05-01
23283,Bryn - Mawr,Auto Theft,1.0,2020-05-01
23284,Bryn - Mawr,Burglary,3.0,2020-05-01
23286,Bryn - Mawr,Larceny,1.0,2020-05-01
23289,CARAG,Aggravated Assault,2.0,2020-05-01
23291,CARAG,Auto Theft,4.0,2020-05-01
23292,CARAG,Burglary,10.0,2020-05-01
23294,CARAG,Larceny,8.0,2020-05-01
23295,CARAG,Rape,1.0,2020-05-01
23297,Camden Industrial,Aggravated Assault,1.0,2020-05-01
23300,Camden Industrial,Burglary,1.0,2020-05-01
23305,Cedar - Isles - Dean,Aggravated Assault,1.0,2020-05-01
23307,Cedar - Isles - Dean,Auto Theft,3.0,2020-05-01
23308,Cedar - Isles - Dean,Burglary,5.0,2020-05-01
23310,Cedar - Isles - Dean,Larceny,12.0,2020-05-01
23313,Cedar Riverside,Aggravated Assault,1.0,2020-05-01
23314,Cedar Riverside,Arson,1.0,2020-05-01
23316,Cedar Riverside,Burglary,9.0,2020-05-01
23318,Cedar Riverside,Larceny,10.0,2020-05-01
23320,Cedar Riverside,Robbery,1.0,2020-05-01
23321,Central,Aggravated Assault,4.0,2020-05-01
23323,Central,Auto Theft,4.0,2020-05-01
23324,Central,Burglary,17.0,2020-05-01
23326,Central,Larceny,16.0,2020-05-01
23327,Central,Rape,1.0,2020-05-01
23328,Central,Robbery,3.0,2020-05-01
23329,Cleveland,Aggravated Assault,4.0,2020-05-01
23332,Cleveland,Burglary,1.0,2020-05-01
23334,Cleveland,Larceny,6.0,2020-05-01
23340,Columbia Park,Burglary,1.0,2020-05-01
23342,Columbia Park,Larceny,2.0,2020-05-01
23343,Columbia Park,Rape,1.0,2020-05-01
23345,Como,Aggravated Assault,1.0,2020-05-01
23347,Como,Auto Theft,2.0,2020-05-01
23348,Como,Burglary,2.0,2020-05-01
23350,Como,Larceny,15.0,2020-05-01
23351,Como,Rape,1.0,2020-05-01
23355,Cooper,Auto Theft,4.0,2020-05-01
23356,Cooper,Burglary,5.0,2020-05-01
23358,Cooper,Larceny,10.0,2020-05-01
23360,Cooper,Robbery,1.0,2020-05-01
23361,Corcoran,Aggravated Assault,1.0,2020-05-01
23363,Corcoran,Auto Theft,2.0,2020-05-01
23364,Corcoran,Burglary,8.0,2020-05-01
23366,Corcoran,Larceny,9.0,2020-05-01
23367,Corcoran,Rape,1.0,2020-05-01
23371,Diamond Lake,Auto Theft,3.0,2020-05-01
23372,Diamond Lake,Burglary,5.0,2020-05-01
23374,Diamond Lake,Larceny,5.0,2020-05-01
23376,Diamond Lake,Robbery,1.0,2020-05-01
23377,Downtown East,Aggravated Assault,1.0,2020-05-01
23380,Downtown East,Burglary,7.0,2020-05-01
23381,Downtown East,Homicide,1.0,2020-05-01
23382,Downtown East,Larceny,15.0,2020-05-01
23385,Downtown West,Aggravated Assault,7.0,2020-05-01
23387,Downtown West,Auto Theft,1.0,2020-05-01
23388,Downtown West,Burglary,10.0,2020-05-01
23390,Downtown West,Larceny,20.0,2020-05-01
23392,Downtown West,Robbery,9.0,2020-05-01
23395,ECCO,Auto Theft,1.0,2020-05-01
23396,ECCO,Burglary,5.0,2020-05-01
23398,ECCO,Larceny,3.0,2020-05-01
23403,East Harriet,Auto Theft,1.0,2020-05-01
23404,East Harriet,Burglary,2.0,2020-05-01
23406,East Harriet,Larceny,10.0,2020-05-01
23409,East Isles,Aggravated Assault,1.0,2020-05-01
23411,East Isles,Auto Theft,1.0,2020-05-01
23412,East Isles,Burglary,9.0,2020-05-01
23414,East Isles,Larceny,9.0,2020-05-01
23417,East Phillips,Aggravated Assault,11.0,2020-05-01
23419,East Phillips,Auto Theft,8.0,2020-05-01
23420,East Phillips,Burglary,16.0,2020-05-01
23421,East Phillips,Homicide,1.0,2020-05-01
23422,East Phillips,Larceny,19.0,2020-05-01
23424,East Phillips,Robbery,7.0,2020-05-01
23425,Elliot Park,Aggravated Assault,4.0,2020-05-01
23427,Elliot Park,Auto Theft,3.0,2020-05-01
23428,Elliot Park,Burglary,4.0,2020-05-01
23430,Elliot Park,Larceny,17.0,2020-05-01
23432,Elliot Park,Robbery,1.0,2020-05-01
23435,Ericsson,Auto Theft,2.0,2020-05-01
23436,Ericsson,Burglary,3.0,2020-05-01
23438,Ericsson,Larceny,5.0,2020-05-01
23441,Field,Aggravated Assault,1.0,2020-05-01
23443,Field,Auto Theft,1.0,2020-05-01
23444,Field,Burglary,1.0,2020-05-01
